number,value,state,latent_dim,n_conv_blocks,filters_base,kernel_size,learning_rate,n_clusters,umap_n_neighbors,umap_n_components,umap_min_dist,best_val_loss,cluster_counts,davies_bouldin,epochs_run,objective_composite,silhouette,trial_seed,umap_seed
114,0.656260915819415,TrialState.COMPLETE,128,3,32,11,0.00035289370529522246,3,30,2,0.1,1.0875059962272644,"{'0': 40, '1': 50, '2': 31}",0.8083499029179237,20,0.656260915819415,0.4010394811630249,2156,42
115,0.7021925150524045,TrialState.COMPLETE,128,3,32,11,0.00036493163623383936,3,30,2,0.1,1.052344799041748,"{'0': 47, '1': 45, '2': 31}",0.7132665710116856,20,0.7021925150524045,0.5059669017791748,2157,42
116,0.611413609818291,TrialState.COMPLETE,128,3,32,11,0.0004901116018844081,3,30,2,0.1,0.9917822778224945,"{'0': 59, '1': 35, '2': 28}",0.9366924157470846,20,0.611413609818291,0.3043152391910553,2158,42
117,0.7870990628457378,TrialState.COMPLETE,128,3,32,11,0.0005516455200122224,3,30,2,0.1,0.9839225709438324,"{'0': 52, '1': 41, '2': 28}",0.45163363380435156,20,0.7870990628457378,0.6583867073059082,2159,42
118,0.6814927441115006,TrialState.COMPLETE,128,3,32,11,0.0002700354383083265,3,30,2,0.1,1.0677277445793152,"{'0': 55, '1': 40, '2': 27}",0.728429251793962,20,0.6814927441115006,0.4512135684490204,2160,42
119,0.6479538981792913,TrialState.COMPLETE,16,3,32,11,0.0005595908608221181,3,30,2,0.1,1.146205723285675,"{'0': 50, '1': 51, '2': 20}",0.8879482337572865,20,0.6479538981792913,0.3972892463207245,2161,42
120,0.5938173566769407,TrialState.COMPLETE,16,3,32,11,0.001862846662093586,2,30,2,0.1,1.236748456954956,"{'0': 92, '1': 29}",1.3241280308933259,20,0.5938173566769407,0.3278191089630127,2162,42
121,0.6769326256800893,TrialState.COMPLETE,16,3,64,11,0.0006732826626582856,3,15,2,0.3,1.1683555245399475,"{'0': 64, '1': 35, '2': 24}",0.7715914994520346,20,0.6769326256800893,0.4502667486667633,2163,42
122,0.6195903827816198,TrialState.COMPLETE,64,3,64,11,0.000546051122629669,2,15,2,0.3,0.993818610906601,"{'0': 77, '1': 44}",1.1540901831273507,20,0.6195903827816198,0.37234413623809814,2164,42
123,0.7291883295515907,TrialState.COMPLETE,64,3,64,11,0.0006595898845652541,6,15,2,0.3,1.0336059927940369,"{'0': 28, '1': 24, '2': 14, '3': 23, '4': 17, '5': 16}",0.5555373268659919,20,0.7291883295515907,0.5323683619499207,2165,42
124,0.6442984993100895,TrialState.COMPLETE,128,3,32,11,0.0006214204903488679,3,30,2,0.1,1.0333751440048218,"{'0': 51, '1': 39, '2': 32}",0.8530044623560347,20,0.6442984993100895,0.37828361988067627,2166,42
125,0.6267425817690726,TrialState.COMPLETE,128,3,32,11,0.00032016436994495337,3,30,2,0.1,1.0705395936965942,"{'0': 49, '1': 41, '2': 31}",1.0094546510731537,20,0.6267425817690726,0.364138126373291,2167,42
126,0.6745794828180283,TrialState.COMPLETE,128,3,32,11,0.00029235348347025284,3,30,2,0.1,1.0278932750225067,"{'0': 53, '1': 47, '2': 21}",0.7085788516245796,20,0.6745794828180283,0.4256998896598816,2168,42
127,0.7433438542791644,TrialState.COMPLETE,128,3,32,11,0.0003051645254728774,6,30,2,0.1,1.0740928649902344,"{'0': 29, '1': 24, '2': 21, '3': 24, '4': 12, '5': 12}",0.5572616227923649,20,0.7433438542791644,0.5734228491783142,2169,42
128,0.6384465184913388,TrialState.COMPLETE,64,3,64,11,0.0009006556191396394,6,15,2,0.3,1.0397692918777466,"{'0': 21, '1': 24, '2': 20, '3': 17, '4': 24, '5': 15}",0.8085321614427036,20,0.6384465184913388,0.3501889705657959,2170,42
129,0.7041842603092714,TrialState.COMPLETE,64,3,64,11,0.0010369763502664341,6,15,2,0.3,1.1165583729743958,"{'0': 32, '1': 29, '2': 19, '3': 14, '4': 16, '5': 11}",0.6164069009309843,20,0.7041842603092714,0.4816783666610718,2171,42
130,-999.0,TrialState.COMPLETE,64,1,64,11,0.000615300339810248,6,15,2,0.3,1.11533522605896,"{'0': 20, '1': 22, '2': 15, '3': 25, '4': 22, '5': 17}",,20,-999.0,,2172,42
131,-999.0,TrialState.COMPLETE,64,1,16,11,0.00039396487802190845,6,15,2,0.3,1.1780897378921509,"{'0': 32, '1': 17, '2': 27, '3': 22, '4': 13, '5': 11}",,20,-999.0,,2173,42
132,-999.0,TrialState.COMPLETE,64,3,64,7,0.00020026481283655508,6,15,2,0.3,1.0875611901283264,"{'0': 22, '1': 28, '2': 19, '3': 27, '4': 17, '5': 9}",,20,-999.0,,2174,42
133,0.7224306546275625,TrialState.COMPLETE,64,3,64,7,0.00024632839617717427,6,15,2,0.3,1.0189019739627838,"{'0': 31, '1': 21, '2': 15, '3': 23, '4': 18, '5': 13}",0.5622406475475744,20,0.7224306546275625,0.5154250860214233,2175,42
134,-999.0,TrialState.COMPLETE,128,3,64,11,0.0005430049355918006,6,10,2,0.3,0.9772874712944031,"{'0': 20, '1': 26, '2': 26, '3': 14, '4': 14, '5': 22}",,20,-999.0,,2176,42
135,-999.0,TrialState.COMPLETE,128,3,64,11,0.0007747228082270333,6,10,2,0.1,0.9776042699813843,"{'0': 30, '1': 19, '2': 26, '3': 14, '4': 22, '5': 11}",,20,-999.0,,2177,42
136,-999.0,TrialState.COMPLETE,128,3,64,11,0.002980601526966589,6,10,2,0.1,1.2783331274986267,"{'0': 33, '1': 23, '2': 21, '3': 14, '4': 11, '5': 19}",,20,-999.0,,2178,42
137,0.6652800613755361,TrialState.COMPLETE,128,3,64,11,0.0007876954828102933,6,10,2,0.1,1.0457816123962402,"{'0': 26, '1': 26, '2': 25, '3': 18, '4': 16, '5': 10}",0.6225746992718301,20,0.6652800613755361,0.372539222240448,2179,42
138,0.7124179965505018,TrialState.COMPLETE,128,3,64,11,0.00045102957338238257,6,30,2,0.1,0.986173003911972,"{'0': 22, '1': 24, '2': 25, '3': 17, '4': 17, '5': 18}",0.6180251237507526,20,0.7124179965505018,0.5057336688041687,2180,42
139,0.7452752684959684,TrialState.COMPLETE,128,3,64,11,0.00034311181197743364,6,30,2,0.1,1.0165224373340607,"{'0': 26, '1': 31, '2': 26, '3': 14, '4': 16, '5': 9}",0.5167734527489399,20,0.7452752684959684,0.5642485618591309,2181,42
140,0.7184972988300111,TrialState.COMPLETE,32,3,32,11,0.0003359401727599626,6,30,2,0.1,1.2579963207244873,"{'0': 29, '1': 22, '2': 22, '3': 14, '4': 23, '5': 13}",0.676090636490579,20,0.7184972988300111,0.5414553284645081,2182,42
141,0.7435373648587654,TrialState.COMPLETE,32,3,32,11,0.0003373771824410495,6,30,2,0.1,1.1598265171051025,"{'0': 34, '1': 22, '2': 20, '3': 16, '4': 15, '5': 14}",0.4966219730016604,20,0.7435373648587654,0.5516741275787354,2183,42
142,0.7026822910127515,TrialState.COMPLETE,32,3,32,11,0.0003387470750172776,6,30,2,0.1,1.135104477405548,"{'0': 31, '1': 26, '2': 17, '3': 21, '4': 16, '5': 11}",0.585535612658614,20,0.7026822910127515,0.46706223487854004,2184,42
143,0.5567072862832496,TrialState.COMPLETE,32,3,32,11,0.000346194677842135,6,30,5,0.1,1.1534945964813232,"{'0': 25, '1': 22, '2': 18, '3': 24, '4': 18, '5': 14}",1.1726268471558403,20,0.5567072862832496,0.19607311487197876,2185,42
144,0.6845301154351396,TrialState.COMPLETE,128,3,64,11,0.00030166636691785273,6,30,2,0.1,1.029094636440277,"{'0': 28, '1': 24, '2': 20, '3': 16, '4': 20, '5': 14}",0.5875790819056533,20,0.6845301154351396,0.4158947169780731,2186,42
145,0.6227019079213496,TrialState.COMPLETE,32,3,32,11,0.0003529159822230001,6,30,2,0.1,1.0321914553642273,"{'0': 32, '1': 16, '2': 27, '3': 18, '4': 14, '5': 14}",0.7931486159294794,20,0.6227019079213496,0.30113837122917175,2187,42
146,0.6508760887029221,TrialState.COMPLETE,32,3,32,11,0.00030660061013673283,6,30,2,0.1,1.2404282093048096,"{'0': 34, '1': 19, '2': 26, '3': 17, '4': 13, '5': 12}",0.7678081738446391,20,0.6508760887029221,0.37478405237197876,2188,42
147,0.6983736031469399,TrialState.COMPLETE,32,3,32,11,0.0003106864182813255,6,30,2,0.1,1.1830037832260132,"{'0': 28, '1': 26, '2': 21, '3': 20, '4': 13, '5': 14}",0.5678262857156534,20,0.6983736031469399,0.44864535331726074,2189,42
148,-999.0,TrialState.COMPLETE,32,1,32,11,0.0002869379444302283,5,30,2,0.1,1.1854419708251953,"{'0': 21, '1': 22, '2': 26, '3': 26, '4': 26}",,20,-999.0,,2190,42
149,0.6224697003440276,TrialState.COMPLETE,128,3,16,7,0.0004247107105582381,6,30,2,0.05,1.0982304215431213,"{'0': 28, '1': 26, '2': 23, '3': 20, '4': 13, '5': 12}",0.813613275269273,20,0.6224697003440276,0.3058687448501587,2191,42
