number,value,state,latent_dim,n_conv_blocks,filters_base,kernel_size,learning_rate,n_clusters,umap_n_neighbors,umap_n_components,umap_min_dist,best_val_loss,cluster_counts,davies_bouldin,epochs_run,objective_composite,silhouette,trial_seed,umap_seed
71,0.6147472493292414,TrialState.COMPLETE,32,2,32,3,0.00017978458837681458,3,15,2,0.05,1.3491696119308472,"{'0': 36, '1': 39, '2': 46}",0.8847656248219441,20,0.6147472493292414,0.30164647102355957,1113,42
72,-999.0,TrialState.COMPLETE,32,2,32,3,0.00017946014528454217,3,15,2,0.05,1.4165552258491516,"{'0': 50, '1': 27, '2': 44}",,20,-999.0,,1114,42
73,0.5622449692674978,TrialState.COMPLETE,32,2,32,3,0.0001839837747567383,3,15,2,0.05,1.4328026175498962,"{'0': 68, '1': 36, '2': 18}",0.8245202527528163,20,0.5622449692674978,0.13662338256835938,1115,42
74,0.6984875864740095,TrialState.COMPLETE,32,2,32,3,0.00018343759979212143,3,15,2,0.05,1.3355395197868347,"{'0': 28, '1': 42, '2': 52}",0.6994959031680049,20,0.6984875864740095,0.49132758378982544,1116,42
75,0.6889996290169502,TrialState.COMPLETE,32,2,32,3,0.00020245950362018307,3,15,2,0.05,1.3433374166488647,"{'0': 34, '1': 44, '2': 44}",0.6762384223729895,20,0.6889996290169502,0.4572213590145111,1117,42
76,0.7397937001873103,TrialState.COMPLETE,32,2,32,3,0.0001536130138831985,3,15,2,0.05,1.4388928413391113,"{'0': 44, '1': 49, '2': 28}",0.5400387462157309,20,0.7397937001873103,0.5571240186691284,1118,42
77,0.6194154871073702,TrialState.COMPLETE,32,2,32,3,0.00015817309535020113,3,15,2,0.05,1.4760740995407104,"{'0': 38, '1': 35, '2': 48}",0.9096264292758858,20,0.6194154871073702,0.32090485095977783,1119,42
78,0.7182587668877277,TrialState.COMPLETE,32,2,16,3,0.0001537683481722206,3,15,2,0.05,1.4761208295822144,"{'0': 28, '1': 41, '2': 53}",0.5508049142659689,20,0.7182587668877277,0.49945953488349915,1120,42
79,0.7317670749089997,TrialState.COMPLETE,32,2,16,3,0.0001573340908723877,6,5,2,0.05,1.4334045052528381,"{'0': 13, '1': 30, '2': 17, '3': 24, '4': 22, '5': 16}",0.5647853664831097,20,0.7317670749089997,0.5429928302764893,1121,42
80,0.5945962968324191,TrialState.COMPLETE,128,2,16,3,0.0001439147755188347,6,5,2,0.05,1.4326810836791992,"{'0': 11, '1': 29, '2': 15, '3': 25, '4': 20, '5': 21}",0.7733444531261192,20,0.5945962968324191,0.21549835801124573,1122,42
81,-999.0,TrialState.COMPLETE,128,3,16,3,0.0022700354591804603,3,15,3,0.05,1.0784804821014404,"{'0': 45, '1': 28, '2': 48}",,20,-999.0,,1123,42
82,-999.0,TrialState.COMPLETE,128,3,16,7,0.00012744373952494723,6,15,3,0.05,1.4919398427009583,"{'0': 17, '1': 22, '2': 24, '3': 21, '4': 25, '5': 13}",,20,-999.0,,1124,42
83,0.5611859542413035,TrialState.COMPLETE,128,3,32,7,0.0005399466909420989,3,15,3,0.05,1.0642585456371307,"{'0': 24, '1': 51, '2': 47}",1.2853506934295131,20,0.5611859542413035,0.22832877933979034,1125,42
84,0.6784196438461683,TrialState.COMPLETE,32,2,32,3,0.00012720603137835902,3,15,2,0.05,1.308518648147583,"{'0': 37, '1': 34, '2': 51}",0.5834873551676114,20,0.6784196438461683,0.39704111218452454,1126,42
85,0.6659328672188279,TrialState.COMPLETE,32,2,32,3,0.00012899366269057276,3,15,2,0.05,1.4073939323425293,"{'0': 45, '1': 32, '2': 44}",0.7521343792375216,20,0.6659328672188279,0.41346606612205505,1127,42
86,0.7492694494861316,TrialState.COMPLETE,32,2,32,7,0.00010587198842683416,3,5,2,0.05,1.4163042306900024,"{'0': 33, '1': 55, '2': 34}",0.5033487559681885,20,0.7492694494861316,0.5706141591072083,1128,42
87,0.787625017290532,TrialState.COMPLETE,32,2,32,3,0.00010615556718074108,3,5,2,0.05,1.415551483631134,"{'0': 39, '1': 56, '2': 26}",0.43010333481375396,20,0.787625017290532,0.650999903678894,1129,42
88,0.7473200540062199,TrialState.COMPLETE,64,2,32,3,0.00010729656060763426,3,5,2,0.05,1.4000434279441833,"{'0': 64, '1': 33, '2': 24}",0.5298949091730883,20,0.7473200540062199,0.5749375820159912,1130,42
89,0.8425570785659968,TrialState.COMPLETE,64,2,32,3,0.00010689472025361113,3,5,2,0.05,1.421185553073883,"{'0': 45, '1': 49, '2': 27}",0.34744063484652177,20,0.8425570785659968,0.7711793184280396,1131,42
90,0.690450357490043,TrialState.COMPLETE,64,2,32,7,0.00010555196406318007,3,10,5,0.0,1.3170422911643982,"{'0': 30, '1': 49, '2': 42}",0.6987870636260669,20,0.690450357490043,0.46815362572669983,1132,42
91,0.6549372209975555,TrialState.COMPLETE,32,2,32,7,0.00010648096476332816,3,10,5,0.0,1.383011519908905,"{'0': 56, '1': 23, '2': 43}",0.7281251505010687,20,0.6549372209975555,0.3752533793449402,1133,42
92,0.7038102537545803,TrialState.COMPLETE,64,2,32,7,0.00010798305101281588,3,5,5,0.0,1.3916398882865906,"{'0': 32, '1': 55, '2': 35}",0.6877058425936555,20,0.7038102537545803,0.5030118823051453,1134,42
93,0.6479335107319173,TrialState.COMPLETE,64,2,32,7,0.00010545189149184388,3,5,5,0.0,1.2998794317245483,"{'0': 58, '1': 36, '2': 27}",0.7750454246572035,20,0.6479335107319173,0.36835357546806335,1135,42
94,0.690519675264059,TrialState.COMPLETE,64,2,32,7,0.00010704326907812837,3,5,2,0.05,1.3871768116950989,"{'0': 31, '1': 51, '2': 39}",0.6430402547362233,20,0.690519675264059,0.451232373714447,1136,42
95,0.6699338379776301,TrialState.COMPLETE,64,2,32,7,0.00010944346548619365,3,5,2,0.05,1.371397316455841,"{'0': 54, '1': 37, '2': 31}",0.7487142209067564,20,0.6699338379776301,0.42394062876701355,1137,42
96,-999.0,TrialState.COMPLETE,64,2,32,3,0.00010079532660513054,3,5,2,0.05,1.3962510824203491,"{'0': 40, '1': 71, '2': 10}",,20,-999.0,,1138,42
97,0.6564034452871698,TrialState.COMPLETE,64,2,32,3,0.0001190413528077707,3,5,2,0.05,1.3288604021072388,"{'0': 42, '1': 43, '2': 37}",0.8285168159600002,20,0.6564034452871698,0.40667441487312317,1139,42
98,0.6868001498455694,TrialState.COMPLETE,64,2,32,3,0.00012113870019499502,3,5,2,0.05,1.4254400730133057,"{'0': 67, '1': 23, '2': 31}",0.5966351973848728,20,0.6868001498455694,0.4254428744316101,1140,42
99,0.5911360914199094,TrialState.COMPLETE,64,2,32,3,0.00011971725668075848,3,5,2,0.05,1.4403398633003235,"{'0': 42, '1': 63, '2': 16}",0.6018793583512126,20,0.5911360914199094,0.1538744866847992,1141,42
100,0.6826670632757962,TrialState.COMPLETE,64,2,64,3,0.0001226697103925115,3,5,2,0.3,1.2943027019500732,"{'0': 29, '1': 46, '2': 47}",0.7808092637535121,20,0.6826670632757962,0.4691552221775055,1142,42
101,0.6951919485934439,TrialState.COMPLETE,64,2,64,3,0.00014033424852963788,2,5,2,0.05,1.3555009961128235,"{'0': 58, '1': 63}",0.7629089861566251,20,0.6951919485934439,0.500053346157074,1143,42
102,0.6969228413608967,TrialState.COMPLETE,64,2,64,3,0.00013843555206433455,2,5,2,0.3,1.3099826574325562,"{'0': 71, '1': 50}",0.6888085182366449,20,0.6969228413608967,0.4836651682853699,1144,42
103,0.5946609194372694,TrialState.COMPLETE,64,2,64,3,0.00014087275371615365,3,5,2,0.3,1.197941243648529,"{'0': 55, '1': 29, '2': 38}",1.0632617292694009,20,0.5946609194372694,0.28360021114349365,1145,42
104,0.69054026250788,TrialState.COMPLETE,32,2,32,3,0.00013831946957367918,3,30,2,0.05,1.3548427820205688,"{'0': 48, '1': 38, '2': 36}",0.6702131618576409,20,0.69054026250788,0.45977848768234253,1146,42
105,0.6182081276435567,TrialState.COMPLETE,32,2,32,3,0.00014315608410317874,3,30,2,0.05,1.3597622513771057,"{'0': 28, '1': 39, '2': 57}",0.895165308696231,20,0.6182081276435567,0.314030259847641,1147,42
106,0.5029262039890514,TrialState.COMPLETE,32,2,32,3,0.00016220217535973023,3,30,2,0.05,1.342586874961853,"{'0': 68, '1': 30, '2': 23}",0.7936581730134883,20,0.5029262039890514,-0.040942128747701645,1148,42
107,0.5079367545383815,TrialState.COMPLETE,32,2,32,3,0.00021163682532380677,3,30,2,0.05,1.3391156792640686,"{'0': 44, '1': 29, '2': 49}",1.1680674028567382,20,0.5079367545383815,0.05589906498789787,1149,42
