number,value,state,latent_dim,n_conv_blocks,filters_base,kernel_size,learning_rate,n_clusters,umap_n_neighbors,umap_n_components,umap_min_dist,best_val_loss,cluster_counts,davies_bouldin,epochs_run,objective_composite,silhouette,trial_seed,umap_seed
122,0.6671699868861183,TrialState.COMPLETE,32,3,16,7,0.0001587433956194647,4,5,5,0.3,1.4360617995262146,"{'0': 31, '1': 30, '2': 35, '3': 25}",0.7669272928231332,20,0.6671699868861183,0.4210963249206543,164,42
123,0.7259614772116408,TrialState.COMPLETE,32,3,16,7,0.0001546673891505035,4,15,5,0.3,1.449033260345459,"{'0': 40, '1': 26, '2': 19, '3': 36}",0.5925471054289998,20,0.7259614772116408,0.5359542965888977,165,42
124,-999.0,TrialState.COMPLETE,32,3,16,3,0.0003344112942687074,4,5,3,0.1,1.3994017243385315,"{'0': 31, '1': 31, '2': 38, '3': 22}",,20,-999.0,,166,42
125,0.7709980681937,TrialState.COMPLETE,32,3,16,3,0.000381828594149339,4,5,3,0.1,1.3649689555168152,"{'0': 19, '1': 41, '2': 35, '3': 28}",0.551093326346151,20,0.7709980681937,0.6502460241317749,167,42
126,0.7719803760793815,TrialState.COMPLETE,32,3,16,3,0.0002798511105484757,4,5,3,0.1,1.3735235929489136,"{'0': 29, '1': 42, '2': 30, '3': 20}",0.4581240933225723,20,0.7719803760793815,0.6178187727928162,168,42
127,-999.0,TrialState.COMPLETE,32,3,16,3,0.00013328867857387996,4,5,3,0.1,1.4814769625663757,"{'0': 32, '1': 9, '2': 39, '3': 41}",,20,-999.0,,169,42
128,0.7773879638919864,TrialState.COMPLETE,32,3,16,3,0.00013568151070664976,4,5,3,0.1,1.5482434034347534,"{'0': 33, '1': 44, '2': 5, '3': 40}",0.45752316149614586,20,0.7773879638919864,0.633026659488678,170,42
129,0.7402120535314298,TrialState.COMPLETE,32,3,32,3,0.00023395478854296755,4,10,3,0.0,1.3596977591514587,"{'0': 39, '1': 22, '2': 41, '3': 19}",0.5737338037058923,20,0.7402120535314298,0.5702360272407532,171,42
130,0.7491978479678517,TrialState.COMPLETE,32,3,32,3,0.00013393086706770812,4,10,3,0.0,1.3958439230918884,"{'0': 26, '1': 34, '2': 23, '3': 38}",0.49764230730306763,20,0.7491978479678517,0.5682371258735657,172,42
131,0.6092525505514441,TrialState.COMPLETE,64,3,32,3,0.0029532250607439275,2,10,3,0.0,1.0337013006210327,"{'0': 49, '1': 72}",1.1410792843921933,20,0.6092525505514441,0.3403894305229187,173,42
132,0.5885001565235075,TrialState.COMPLETE,64,3,32,3,0.00023380294040340139,2,10,3,0.0,1.238588571548462,"{'0': 52, '1': 70}",1.2732451033827359,20,0.5885001565235075,0.30437207221984863,174,42
133,0.7373566686433705,TrialState.COMPLETE,64,3,16,3,0.00029129559745505094,2,5,3,0.0,1.3449366092681885,"{'0': 78, '1': 45}",0.43507658016204115,20,0.7373566686433705,0.5094531178474426,175,42
134,0.7281381652601047,TrialState.COMPLETE,32,3,16,3,0.00017939040928440062,4,5,3,0.1,1.4443048238754272,"{'0': 50, '1': 41, '2': 13, '3': 17}",0.5495618933647967,20,0.7281381652601047,0.5272430181503296,176,42
135,0.8250308528141406,TrialState.COMPLETE,32,3,16,3,0.00015004192245213948,4,5,3,0.1,1.4406553506851196,"{'0': 12, '1': 55, '2': 30, '3': 24}",0.41293668803082373,20,0.8250308528141406,0.7505917549133301,177,42
136,0.7714697217830475,TrialState.COMPLETE,32,3,16,3,0.00017711572417472565,4,5,3,0.1,1.5104864239692688,"{'0': 30, '1': 47, '2': 21, '3': 24}",0.47419324700191806,20,0.7714697217830475,0.6227673888206482,178,42
137,0.7917466417888845,TrialState.COMPLETE,32,3,16,3,0.00018519541995960743,4,5,3,0.1,1.3842790126800537,"{'0': 46, '1': 29, '2': 20, '3': 26}",0.47363200331455274,20,0.7917466417888845,0.6804800033569336,179,42
138,0.7921944941115238,TrialState.COMPLETE,32,3,16,3,0.00014873702005628196,4,5,3,0.1,1.434574842453003,"{'0': 41, '1': 54, '2': 15, '3': 13}",0.4628187332705351,20,0.7921944941115238,0.6774599552154541,180,42
139,-999.0,TrialState.COMPLETE,32,3,16,3,0.00014790314470485136,5,5,3,0.1,1.4069942831993103,"{'0': 26, '1': 35, '2': 13, '3': 40, '4': 9}",,20,-999.0,,181,42
140,-999.0,TrialState.COMPLETE,32,1,16,11,0.0001501109308582475,5,5,3,0.1,1.3361945748329163,"{'0': 31, '1': 24, '2': 5, '3': 25, '4': 38}",,20,-999.0,,182,42
141,0.611766083867718,TrialState.COMPLETE,16,1,16,11,0.00014953643125321657,5,30,3,0.1,1.4639202952384949,"{'0': 31, '1': 20, '2': 23, '3': 28, '4': 19}",0.9322379426967956,20,0.611766083867718,0.30430200695991516,183,42
142,0.6075829376573281,TrialState.COMPLETE,16,1,16,11,0.00010017892492796595,5,30,3,0.1,1.5255594849586487,"{'0': 19, '1': 28, '2': 27, '3': 23, '4': 24}",1.0024027584901218,20,0.6075829376573281,0.3078940808773041,184,42
143,0.6141022272574678,TrialState.COMPLETE,16,3,16,3,0.0001646636865931943,6,30,3,0.1,1.4664060473442078,"{'0': 18, '1': 19, '2': 18, '3': 23, '4': 27, '5': 17}",0.9273061663678499,20,0.6141022272574678,0.3098415732383728,185,42
144,0.812535689089811,TrialState.COMPLETE,32,3,16,3,0.0002081592044710061,4,5,3,0.1,1.448477029800415,"{'0': 39, '1': 10, '2': 9, '3': 63}",0.39036570023889716,20,0.812535689089811,0.7050431966781616,186,42
145,0.7377173095590752,TrialState.COMPLETE,32,3,16,3,0.00020856425439787278,4,5,3,0.1,1.391736924648285,"{'0': 28, '1': 30, '2': 36, '3': 29}",0.545427138838366,20,0.7377173095590752,0.5531320571899414,187,42
146,0.768036684390969,TrialState.COMPLETE,32,3,16,3,0.000163467935089443,4,5,3,0.1,1.410353422164917,"{'0': 22, '1': 25, '2': 55, '3': 19}",0.4350538708712357,20,0.768036684390969,0.5971008539199829,188,42
147,0.810818073868086,TrialState.COMPLETE,32,3,16,3,0.0002095394602990465,4,5,3,0.1,1.388269066810608,"{'0': 79, '1': 19, '2': 13, '3': 10}",0.389314301669176,20,0.810818073868086,0.6996691823005676,189,42
148,0.7656075751536853,TrialState.COMPLETE,32,3,16,3,0.00011748087891823034,4,5,3,0.1,1.4978638291358948,"{'0': 22, '1': 47, '2': 28, '3': 25}",0.5209715590847128,20,0.7656075751536853,0.6239006519317627,190,42
149,0.7480653647554667,TrialState.COMPLETE,32,3,16,3,0.00011608336347598688,4,5,3,0.1,1.5113529562950134,"{'0': 37, '1': 44, '2': 22, '3': 18}",0.6048748556257679,20,0.7480653647554667,0.6032425761222839,191,42
